question,answer_date,ministry,question_type,question_no,question_by,question_title,question_description,answer
150236,21.12.2009,LAW & JUSTICE,UNSTARRED,3479,Shri Abdul Wahab,CHANGES IN PERSONAL LAWS .,"(a) whether the Law Commission has recommended changes in the existing matrimonial laws and make conversions illegal and punishable; and (b) if so, the details thereof?",MINISTER OF LAW AND JUSTICE (DR. M. VEERAPPA MOILY) (a) & (b) The 18 Law Commission headed by Justice A.R. Lakshmanan examined the existing legal position of bigamy in India and suggested ways to check the social malaise of bigamy through the route of sham conversion in its 227th Report on `Preventing Bigamy via Conversion to Islam - A Proposal for giving Statutory Effect to Supreme Court Rulings`. The said Report has been laid on the Table of House on 14.12.2009 and also available on the website of the Law Commission http://www.lawcommissionofindia.nic.in
150237,21.12.2009,LAW & JUSTICE,UNSTARRED,3480,SHRI O.T. LEPCHA,REVIEW OF JUDGES INQUIRY ACT .,"(a) whether Government intends to review the Judges Inquiry Act in view of a long and cumbersome procedure prescribed in the Act; (b) if so, by when; (c) the status of inquiry initiated against Justice Saumitra Sen of Rolfeata High Court; (d) whether there w any time limit for conclusion of the inquiry; and (e) if so, the details thereof?","MINISTER OF LAW AND JUSTICE (Dr. M. VEERAPPA MOILY) (a) & (b): The Government is considering to bring in a fresh legislation on the subject of judicial standards and accountability of Judges. (c) to (e): An enquiry Committee under the provisions of the Judges (Inquiry) Act, 1968 has been constituted by the Chairman, Rajya Sabha which is looking into the records. Rule 9 (2) (c) of the Judges (Inquiry) Rules, 1969 requires the Inquiry Committee to forward its report within three months from the date of service of the charges framed under Sub-section (3) of Section 3 of the Judges (Inquiry) Act, 1968. This time limit can, however, be extended for sufficient causes."
150238,21.12.2009,LAW & JUSTICE,UNSTARRED,3481,SHRI MOINUL HASSAN,MISUSE OF 498 A OF IPC .,"(a) whether it is a fact that many reports come to Government regarding the misuse of section 498 A of the Indian Penal Code; (b) if so, the details thereof; and (c) the action Government has taken to prevent misuse of the above section?",MINISTER OF LAW AND JUSTICE (Dr. M. VEERAPPA MOILY) (a) to (c): A number of representations have been received from various quarters regarding the misuse of the provision of Section 498 A of IPC. Information regarding its misuse is not collected by National Crime Records Bureau. An Advisory has been issued to the State Governments to prevent the misuse of the said Section.
150239,21.12.2009,LAW & JUSTICE,UNSTARRED,3482,SHRI R.C. SINGH,RESTRICTION ON REGIONAL PARTIES TO CONTEST ELECTIONS .,"(a) whether it is a fact that a PIL was filed in the Supreme Court with a request to issue a Writ of Mandamus and direct the Central Government to pass a law and allow only national parties to contest Lok Sabha elections and regional parties be allowed to contest State elections; (b) if so, the details thereof; (c) whether any view has been taken by Government in this regard; (d) if so, the details thereof; and (e) if not, me reasons therefor?",MINISTER OF LAW AND JUSTICE (SHRI M. VEERAPPA MOBLY) (a) to (e): The information is being collected and will be laid on me Table of the House.
150240,21.12.2009,LAW & JUSTICE,UNSTARRED,3483,SHRI TARIQ ANWAR,CATEGORIZATION OF CROSS BORDER TERRORISM .,"(a) whether the Chief Justice` of India has expressed serious concern over cross border terrorism and suggested that such attacks should be treated as an offence recognized under the International Criminal Law; as `Crime Against Humanity` and tried before a supra-national body such as the International Criminal Court; (b) if so, whether his suggestions have been seriously considered by Government; and (c) if so, by when they are likely to be implemented?",MINISTER OF LAW AND JUSTICE (DR. M.VEERAPPA MOILY) (a) to (c): The information is being collected and the same will be laid on the Table of the House.
150241,23.11.2009,LAW & JUSTICE,UNSTARRED,359,Shri Parimal Nathwani,CASES CLEARED BY ITAT .,"(a) the overall pendency of appeals ;tt*the Income Tax Appellate Tribunal (ITAT) as on the 1st April, 1999; (b) whether these have been reduced by sanctioning additional benches in April 1999; (c) if so, reduction achieved by the end of March, 2008; (d) whether Government has further sanctioned 10 Additional Benches w.e.f. 2004; and (e) if so, the details thereof and whether these have started functioning?","MINISTER OF LAW AND JUSTICE (DR. M. VEERAPPA MOILY) (a) The overall pendency of appeals in the Income Tax Appellate Tribunal (ITAT) as on 1st April, 1999 was 300597. (b) Yes, Sir. (c) An overall reduction of 229758 cases has been achieved by the end of March, 2008, apart from the disposal of 387467 cases instituted during the period from 1st April, 1999 to 31st March, 2008. (d) Yes, Sir. (e) The 10 Additional Benches have been set up with effect from 30.01.2004 with 2 Benches each at Mumbai and Delhi and one Bench each at Pune, Lucknow, Ahmedabad, Bilaspur (camping Bench), Jaipur and Ranchi (Circuit Bench). All the 10 Additional Benches have since been made functional."
150242,23.11.2009,LAW & JUSTICE,UNSTARRED,361,SHRI VARINDER SINGH BAJWA,SETTING UP OF FAST TRACK COURTS,"(a) whether Government proposes. Jo constitute Fast Track Courts to dispose of crores of cases pending in lower courts in the country; (b) if so, whether the matter has been discussed with the State Governments so as to finalize the scheme; (c) if so, the reaction of the State Governments in the matter, State-wise; and (d) by when the proposed courts are likely to be set up and start functioning and how the cost of these courts is proposed to be shared between the Centre and the States?","MINISTER OF LAW & JUSTICE (DR. M. VEERAPPA MOILY) (a) to (d): Fast Track Courts have already been set-up by the State Governments on the recommendations of the Eleventh Finance Commission. The scheme of central assistance for Fast Track Courts was started in the year 2000 for a period of five years Which was further extended for a period of 5 years i.e. up to 31st March, 2010. As per the information received from the State Governments/Registry of the High Courts, 25,94,231 cases have been disposed of by the Fast Track Courts out of 32,08,911 cases transferred to them."
150243,23.11.2009,LAW & JUSTICE,UNSTARRED,362,DR. GYAN PRAKASH PILANIA,LEGISLATION IN FORCE,(a) the number of legislations in existence at present which were passed during; the prei-In4epfin4ence era by the then Government passed by the Central Government after Independence and passed by the State governments after Independence; (b) the number of such legislations out of these existing only on paper and are not being complied with; (c) the numbed of legislations out of these not in effect in its current form; and (d) whether Government has any plan to review such acts ?,"MINISTER OF LAW AND JUSTICE (DR. M.VEERAPPA MOILY) (a): (i) Pre-Independence : Total No. of Acts : 364 (ii) After Independence; Total No. of Acts: 741 (iii) As regard, Acts passed by State Governments, the information is being collected. (b)and(c): (i) Number of Acts not enforced - 26 (ii) Number of Acts partly enforced-13. (d): No."
150244,23.11.2009,LAW & JUSTICE,UNSTARRED,368,Shri Rajeev Chandrasekhar,ROADMAP FOR CLEARING PENDING CASES .,"(a) the number of cases pending as on the 1st November, 2009 for over five years in the trial courts and High Courts, separately; (b) whether it is a fact that Government is planning to prepare a roadmap to clear pending cases by 2012 in these courts; and (c) what is the roadmap for increasing efficiency of our judicial system and increasing throughput of disposal of cases?","MINISTER OF LAW & JUSTICE (Dr. M. VEERAPPA MOILY) (a) Information is being collected and will be laid on the Table of the House. (b) & (c) The Government is preparing a roadmap for judicial reforms in the country which aims, inter-alia, at reducing pendency in the courts, providing quick and effective justice, introducing accountability of the judges and bringing in transparency in judicial process for the litigants."
150245,23.11.2009,LAW & JUSTICE,UNSTARRED,369,SHRI TARLOCHAN SINGH,AMENDMENT IN ANAND MARRIAGE ACT,"(a) whether it is a fact that a request for amending the Anand Marriage Act is pending with his Ministry for long time; (b) whether it is also a fact that the Parliamentary Standing Committee on Personnel, Public Grievances; taw and Justice has recommended for its amendment; (c) whether the Minister has also assured the Rajya Sabha that the Bill would be introduced at the earliest, if so, what follow up action has been taken by the Ministry; (d) by when this Bill would be introduced in the Parliament; and (e) whether the Ministry has any positive considerations towards the demands of the Sikh Minority Community?","MINISTER OF LAW AND JUSTICE (DR. M. VEERAPPA MOILY) (a) Yes, Sir. (b) Yes, Sir. (c)to(e) In reply to Starred, Question No.141 answered on 10.3.2008, this House was informed that the issue of registration of marriage under Anand Marriage Act will be expedited. Since this requires consultation with the State Governments and other stakeholders, it will take some more time before a final decision is taken in the matter."
150246,23.11.2009,LAW & JUSTICE,UNSTARRED,370,Shri Rajeev Shukla,OVERHAULING OF JUSTICE DELIVERY SYSTEM .,"(a) whether his Ministry has prepared several radical ideas to overhaul the justice delivery system in the country including appointment of thousands of new judges, bringing down the pendency of cases from 15 years to 3 years and operating courts in three shifts; (b) if so, the status thereof; (c) whether Government also proposes to establish a National Arrears Grid to ascertain the exact number of cases in every court; and (d) if so, the details thereof?","MINISTER OF LAW & JUSTICE (Dr. M. VEERAPPA MOILY) (a) to (d) The Government has taken up the work of preparing a roadmap for judicial reforms in the country which aims, inter-alia, at reducing pendency in the courts. In this context, the Government organized a `National Consultation for strengthening the judiciary towards reducing pendency and delays` on 24th-25th October, 2009 at Vigyan Bhawan, New Delhi. In the National Consultation, it was, inter-alia, resolved that the efforts will be made by all concerned to reduce the time taken for disposal of cases from 15 years to 3 years and to work together to implement the various steps including formation of a National Arrears Grid; required to ensure provision of expeditious, quality and inclusive justice. These are under consideration of the Government."
150247,23.11.2009,LAW & JUSTICE,UNSTARRED,372,Shri Satyavrat Chaturvedi,REDUCTION OF COURT FEE,"(a) whether Law Commission of India has advised the States to reduce court fee; (b) whether the Commission has made recommendation to bring comprehensive uniformity in the criteria of court fee apart from fixing a maximum limit for fee in the country in its recent report; and (c) if so, Government`s reaction thereto?","MINISTER OF LAW AND JUSTICE (DR. M. VEERAPPA MOILY) (a) No, Sir. (b) Yes, Sir. The Law Commission of India in its 220th Report on `Need to fix Maximum Chargeable Court-fee in Subordinate Civil Courts` had recommended `....there should be some measure of uniformity in the scales of court-fee. There is no justification for any differential treatment of different suitors. The Government, therefore, seriously consider me feasibility of a fixed maximum chargeable court-fee`. 1 (c) The Parliamentary Standing Committee has, however, while deliberating upon the Judges (Inquiry) Bill, 2006 had raised the issue of differential fees for commercial and corporate, cases, in the context of Globalization and corporate/commercial competition being observed during the recent times. The Committee drew the attention of the executive and the judiciary to arrive at a decision regarding differential court fees for the Commercial/corporate matters immediately; and to amend the Supreme Court Rules, High Court Rules and other Court fees Acts accordingly. The Law Commission has, therefore, been requested to consider this and submit its recommendations."
150248,23.11.2009,LAW & JUSTICE,UNSTARRED,373,Shri Rajkumar Dhoot,DISCLOSURE OF ASSETS BY JUDGES .,"(a) whether it is a fact that divergent views have been expressed by different High Courts on the issue of disclosure of assets by judges and bringing it under the purview of Right to Information Act; (b) if so, the details thereof; and (c) the steps taken by Government to work out a consensus on the issue within the ambit of the Constitution of India?",MINSTER OF LAW AND JUSTICE (DR. M. VEERAPPA MOILY) (a)&(b) : Information is being collected and will be laid on the Table of the House. (c) : The Government is considering to bring in a comprehensive legislation on the issue of Accountability of Judges wherein it is also proposed to deal with the subject of declaration of assets by judges.
150249,30.11.2009,LAW & JUSTICE,UNSTARRED,1128,Shri Naresh Gujral,BANNING CRIMINALS AND CORRUPTS PERSONS FROM ELECTIONS .,"(a) whether the Election Commission has made a proposal which was backed by die Second Administrative Reforms Commission (ARC) to ban persons facing serious criminal and corruption charges from contesting polls; (b) if so, me present status thereof; (c) whether me Prime Minister has also assured that the recommendations made by ARC would be considered; (d) if so, the details of proposals of Election Commission and ARC ignored by Government; and (e) Government‚<U+0080><U+0099>s reaction thereto ?","MINISTER OF LAW AND JUSTICE (DR. M. VERAPPA MOILY) (a), (b) (c), (d) and (e): A Statement is laid on me Table of the House. Statement referred to in referred to parts (a), (b), (c), d) & (e) of the Rajya Sabha Unstarred Question No. 1128 for answer en 30.11.2009. The Election Commission of India had forwarded a set of 22 proposals on Electoral Reforms in July, 2004 which inter alia included the proposal On criminalization in politics which was backed by the Second Administrative Reforms Commission (ARC) to ban persons facing serious criminal and corruption charges from contesting poll. While the said proposals of the Election Commission of India on electoral reforms were under consideration of the Department Related Parliamentary Stranding Committee on Personnel, Public Grievances, Law and Justice, the Chief Election Commissioner wrote to the Hon`ble Minister of Law and Justice on the 27th October, 2006 about the danger of certain persons becoming Members of Parliament or of State Legislatures, suggesting amendments in the Representation of the People Act, 1951 to disqualify any persons accused of an offence punishable by imprisonment for five years or more, from contesting elections even when trial is pending, provided charges have been framed against them by a competent court. The Committee in its Eighteenth Report on the subject inter alia disagreed with the aforesaid proposal as it is a major departure from the law of the land that a person is not guilty until he is convicted by the highest court of the land. The Committee, however, recommended that proclaimed absconders under section 82 of the Code of Criminal Procedure, 1973 be disqualified from contesting polls. The recommendation of the Committee has been examined in Legislative Department. Thereafter, the matter was further examined in consultation with the concerned Ministries and it has been decided not to pursue the matter at this juncture."
150250,30.11.2009,LAW & JUSTICE,UNSTARRED,1134,SHRI VIRENDRA SINGH BAJWA,VACANCIES OF JUDGES IN HIGH COURTS,"(a) the High Courts where the vacancies of judges exceed 25 per cent of the sanctioned strength of judges indicating the sanctioned and actual strength of judges as on 1 November, 2009; (b) the specific reasons for delay in filling up of the vacancies; and (c) whether in view of delay in the filling up of vacancies Government proposes to re-look into the procedure for selection of judges, so as to enable Government to fill up the vacancies as and when they arise without undue delay, if so, by when the new procedure is likely to be in place and if not, the reasons therefor?","MINISTER OF LAW AND JUSTICE (DR. M. VEERAPPA MOILY) (a):. A statement showing the sanctioned and working strength of the High Courts where the vacancies of Judges exceed 25 per cent of the approved strength of Judges as on 1st November, 2009, is annexed. (b) The process for appointment of Judges of the High Courts is to be initiated by the Chief Justices of the concerned High Courts. The Government has not received sufficient proposals to fill up the vacant posts. The Government is periodically reminding the Chief Justices of the High Courts to initiate proposals in time for filling up the existing vacancies as well as the vacancies anticipated in the next six months. (c) There is no such proposal under consideration of the Government. Statement referred to in reply to part (a) of Rajya Sabha Unstarred Question No. 1134 for answer on 30.11.2009 s. No. Name of the Approved strength Working strength Vacancies High Court as on 1.11.2009 as on 1.11.2009 of judges 1 Allahabad 160 83 77 2 Andhra Pradesh 49 31 18 3 Calcutta 58 40 18 4 Chhattisgarh 18 9 9 5 Gujarat 42 27 15 6 Jammu & Kashmir 14 9 5 7 Jharkhand 20 14 6 8 Patna 43 22 21 9 Punjab& Haryana 68 48 20 10 Rajasthan 40 30 10"
150251,30.11.2009,LAW & JUSTICE,UNSTARRED,1136,Smt. Viplove Thakur,. OVERHAULING OF JUSTICE DELIVERY SYSTEM .,"(a) whether Government proposes to overhaul the justice delivery system including the appointment of 15,700 new judges to both trial as well as High Courts, and operate courts in three shifts to bring down pendency of cases; (b) if so, the details thereof; (c) by when this overhauling is likely to be completed; (d) whether Government proposes to fix a yearly target for each judge to dispose of the cases; (e) if so, whether Government has formulated any strategy to ensure the quality of justice; and (f) if so, the details thereof?","MINISTER OF LAW & JUSTICE (Dr. M. VEERAPPA MOILY) (a) to (c) The Government has taken up the work of preparing a roadmap for judicial reforms in the country which aims, inter-alia, at reducing pendency in the courts. In this context, the Government organized a `National Consultation for strengthening the judiciary towards reducing pendency and delays` on 24th-25th October, 2009 at Vigyan Bhawan, New Delhi. In the National Consultation, it was, inter-alia, resolved that efforts will be made by all concerned to reduce the time taken for disposal of cases from 15 years to 3 years and to work together to implement various steps required to ensure provision of expeditious, quality and inclusive justice. These are under consideration of the Government. (d) No, Sir. This is a matter on which a decision is taken by the judiciary. (e) Does not arise. (f) Does not arise."
150252,07.12.2009,LAW & JUSTICE,UNSTARRED,1912,Shri M.P. Achuthan,VACANT POSTS OF JUDGES .,"(a) whether it is a fact that the delay in filling up the vacancies of Judges in subordinate judiciary, High Courts and Supreme Court is the main reason for the accumulation of pending cases in the various court, in the country; (b) if so, the details of the vacant posts of Judges in subordinate courts, High Courts and Supreme Court, at present; and (c) the steps being taken to fill up these vacancies within a time frame?","MINISTER OF LAW AND JUSTICE (DR. M. VEERAPPA MOILY) (a) : It is a fact that delay in filling up the vacancies of Judges is one of the main reasons for accumulation of pending cases in courts. (b) &(c) : A statement showing the number of vacant posts of Judges in the Supreme Court and High Courts as on 1.12.2009 is annexed. Under Article 235 of the Constitution of India, the administrative control over the members of the subordinate judiciary in the States vests with the concerned High Court and the State Government. Filling up of the vacant posts of Judges/Magistrates in Subordinate Courts is the concern of the respective High Courts and the State Governments. Pursuant to the Supreme Court Judgment of October 6, 1993 read with their Advisory Opinion of October 28, 1998, the entire process of initiation of proposal for appointment of a Judge of the Supreme Court lies with the Chief Justice of India and for the appointment of a Judge of a High Court with the Chief Justice of the concerned High Court. The Government is periodically reminding the Chief Justices of the High Courts to initiate proposals in time for filling up the existing vacancies as well as the vacancies anticipated in next six months in the High Courts. Statement referred to in reply to parts (b)&(c) of Rajya Sabha Unstarred Question No. 1912 for answer on 07.12.2009. SI. No. Name of the Court Vacancies of Judges as on 01.12.2009 A. Supreme Court of India 5 B. High Court 1 Allahabad 79 2 Andhra Pradesh 18 3 Bombay 12 4 Calcutta 19 5 Chhattlsgarh 9 6 Delhi 5 7 Gauhati 3 8 Gujarat 16 9 Himachal Pradesh 2 10 Jammu & Kashmir 4 11 Jharkhand 6 12 Kamataka 13 13 Kerala 6 14 Madhya Pradesh 8 15 Madras 6 16 Orissa 5 17 Patna 21 18 Punjab& Haryana 22 19 Rajasthan 10 20 Sikkim _ 21 Uttarakhand - Total 264"
150253,07.12.2009,LAW & JUSTICE,UNSTARRED,1917,SHRI RAJNITI PRASAD,CREATION OF ALL INDIA JUDICIAL SERVICE .,"(a) whether Government proposes to create a new All India Service i.e. All India Judicial Services; (b) if so, the details thereof; (c) the structure of the proposed All India Judicial Services and whether Judicial Magistrate First Class/Civil Judge (Junior Division) would be part of the said service; and (d) by when the proposed service is likely to be created?","MINISTER OF LAW AND JUSTICE (DR. M. VEERAPPA MOILY) (a) and (b) As per the recommendations of the Law commission of India, the directions of the Supreme Court of India in All India Judges Association case (Writ Petition No. 1022/89) and the guidelines recommended by the first National Judicial Pay Commission, the Union Government has taken up the matter of formation of an All India Judicial Service for examination. As the All India Judicial Service would be common for the Union and the States and would require cooperation of the State Governments and the High Courts, their views/comments have been sought. The views of 17 State Gvrihients / UT Administrations and 14 High Courts have so far been received. In the Conference of the Chief Ministers of States and the Chief Justices of the High Courts held onvlf.OIL0#, tteersStateGovernments, in principle, concurred with the proposal of formation ofAII India Judicial Service. Also, in the National Consultation for Strengthening the Judiciary towards reducing pendency and delays h0ld on 24th-25th October, 2009 which was attended by the Chief Justice of India, Supreme Court Judges, Chief Justices of all High Courts among others, it was, inter-alia, resolved to establish an All India Judicial Service through an open competitive examination ensuring the best possible selection. After receipt of views from all the States and the High Courts, the matter will be examined by the Central Government on its merit. (c) The Government has not taken any decision so far on the constitution or structure of the proposed All India Judicial Service. (d) Though all possible efforts being made to take a decision on the formation of All India Judicial Service, no definite time frame can be indicated."
150254,21.12.2009,LAW & JUSTICE,UNSTARRED,3470,SHRI BHAGAT SINGH KOSHYARI,FUNCTIONING OF GRAM NYAYALAYAS .,"(a) whether Government is implementing a scheme of Gram Nyayalayas to dispose of the cases at village level itself for the people living in rural areas of the country; (b) if so, the number of villagers whose cases have been resolved through these courts, so far; and (c) if not, the progress made by Government in this direction and by when this scheme would be operational and modus operandi that would be adopted by these courts?","MINISTER OF LAW & JUSTICE (Dr. M. VEERAPPA MOILY) (a) Yes, Sir. (b) Government does not maintain such information centrally. (c) The Central Government has enacted the Gram Nyayalayas Act, 2008 on 07.01.2009 which enables the State Governments to establish one or more Gram Nyayalayas for every Panchayat at intermediate level to cater to specified Civil and Criminal cases in the rural areas. The Gram Nyayalayas Act was brought into force with effect from October 2, 2009. Under the Scheme, over 5000 Gram Nyayalayas are likely to be set up across the country. While concerned State Governments have been requested to set up Gram Nayalaya in their respective States, the Central Government will provide financial assistance to the States for establishing the Gram Nyayalayas and for operating the same during the first three years by bearing the non-recurring cost of establishment of Gram Nayayalayas subject to a ceiling of Rs. 18,00 lakhs per Gram Nayayalays and 50% of Rs. 6.40% lakhs per annum as recurring cost of one Gram Nyayalaya for the first three years. The Government of Madhya Pradesh has notified 40 Nayalayas which started functioning from October 2, 2009. The Government of Maharashtra has inaugurated 9 Gram Nayayala on 2nd October 2009 out of which 5 Gram Nayayalays have started functioning. The Government of Orissa has notified one Gram Nayayalayas which has been inaugurated on Nayayayalays. The Government of Assam has decided, in principle, to establish Gram Nayayalyas in each district excluding 2 Hill districts within one year in the first phase. The functioning of these Courts is prescribed in the Gram Nyayayalays Act, 2008. These Courts will operate under the directions of the respective High Courts."
150255,21.12.2009,LAW & JUSTICE,UNSTARRED,3471,SHRI RAMA CHANDRA KHUNTIA,CASES AWAITING VERDICT .,": (a) whether there is any specific period for the trial of cases in courts and pronouncement of judgement; (b) Whether it is a fact that after completion of hearing, witness examination of both the sides, pronouncement of judgement could be pending for years together; and (c) if so, the number of cases in different High Courts in which judgement has not been pronounced even after one year of completion of hearing?","MINISTER OF LAW AND JUSTICE (Dr. M. VEERAPPA MOILY) (a): As per Section 309 of the Code of Criminal Procedure, 1973, in every inquiry or trial, the proceedings shall be held as expeditiously as possible and in particular, when the examination of witnesses has once begun, the same shall be continued from day to day until all the witnesses in attendance have been examined, unless the Court finds the adjournment of the same beyond the following day to be necessary for reasons to be recorded. As per section 353 of the Code, the judgement in every trial in any Criminal Court of original jurisdiction shall be pronounced in open Court by the Presiding Officer immediately after the termination of the trial or at some subsequent time of which notice shall be given to the parties or their pleaders... (b) &(c): In majority of cases, judgments are delivered by the judges as soon as the hearing is completed. Information on the number of cases in different High Court in which judgment has not been pronounced even after one year of completion of hearing is not maintained. However, as per the information received, no case is pending for more than one year for pronouncement of judgment in the High Courts of Kerala, Chhatisgarh and Himachal Pradesh. 3 cases in 2007 and 27 cases in 2008 were awaiting verdict for more than one year in the High Court of Calcutta."
150256,21.12.2009,LAW & JUSTICE,UNSTARRED,3478,SHRI N.R. GOVINDARAJAR,GRANTS FOR FAST TRACK COURTS,"(a) whether Government has discontinued the status of the centrally sponsored scheme for the Fast Track Courts functioning in various States; (b) if so, the details thereof; (c) whether the grant to these Courts is very meagre compared to the recurring and non-recurring expenditure; and (d) if so, the details thereof and the action taken to increase the grant?","MINISTER OF LAW & JUSTICE (DR. M. VEERAPPA MOILY) (a) to (d): No, Sir. Government has not discontinued the scheme of central assistance to the states for the Fast Track Courts. In fact, while extending the scheme for a period of five years beyond 31.3.2005, Government enhanced central assistance for non-recurring expenditure and made a provision for an additional amount of Rs. 8.60 lakh per court being given to the States for the first two years after 31.3.2005. Central assistance to the States under the scheme is provided on the basis of the approved norm i.e. Rs. 4.80 lakh per court per annum towards the recurring expenditure. Some of the States have reported expenditure in excess of the assistance provided to them. A statement indicating the central assistance released to the States and the expenditure incurred by them during the year 2007-08 is annexed. There is no proposal at present to increase the rate of central assistance to the States for the Fast Track Courts."
150257,21.12.2009,LAW & JUSTICE,UNSTARRED,3484,SHRI R.C. SINGH,UNDERTRIALS IN JAILS .,"(a) whether it is a fact that hundreds of undertrials are incarcerating in various jails for the periods exceeding the term of their probable sentence; (b) if so, the number of such undertrials in various jails; (c) whether it is also a fact that various pronouncements of High Courts and the Supreme Court on this issue have not been found effective in reducing the number of undertrials in jails; and (d) if so, the details thereof and the reasons for the failure in the matter and what new measures are proposed to be taken to reduce the number of undertrials in various jails in the country?","MINISTER OF LAW AND JUSTICE (DR. M.VEERAPPA MOILY) (a) to (d): Information on the time spent by under-trial prisoners, while their cases are under the process of adjudication in the courts, as against the period of their respective probable sentences is not maintained centrally. However, as per the information available, 2,50,727 under-trial prisoners were under detention at the end of 2007. Out of these, 1,03,624, i.e. 41.3% of the total number of under-trial prisoners in jails were under detention for a period up to three months. Conducting trial expeditiously to render justice to the under-trials is a matter within the domain of the judiciary and the facilitation of such trials is primarily the responsibility of the State Governments. Central Government has taken the following steps for facilitating delivery of justice to the under-trials and also to provide that under-trials do not spend long periods in jail: i) A new section viz 436A has been inserted in the Code of Criminal Procedure, 1973 to provide that where an under-trial prisoner other than the one accused of an offence for which death has been prescribed as one of the punishments, has been under detention for a period extending to one-half of the maximum period of imprisonment provided for the alleged offence, he should be released on his personal bond, with or without sureties. It also provides that in no case will an under-trial prisoner be detained beyond the maximum period of imprisonment for which he can be convicted for the alleged offence. Section 436(1) of the Code of Criminal Procedure, 1973 has also been amended to make a mandatory provision that if the arrested person is accused of a bailable offence and he is an indigent and cannot furnish surety, the Court shall release him on his execution of a bond without sureties. ii) In 2006, the Government of India introduced the system of 4plea bargaining`, primarily to reduce pendency of cases in trial courts and overcrowding in prisons. iii) Fast Track Courts were set up for speedy disposal of long pending sessions cases and the cases of under-trial prisoners."
