sentiment,question,aspect,from,to
0,the details of the companies which have been examined by the inter ministerial group img for de allocation of coal blocks,coal,110,114
2,the year wise and country wise details of the expenditure on advertisements in foreign countries to promote tourism products and destinations in the last three years and in the current year,year,4,8
0,the number of the incidents of rape in the country during the last one year and the number of the minors involved therein,last,62,66
0,whether it is a fact that 65 deathshave been reported in coal mines of indiaduring the first half of the year 2016 and ifso the details of the dead and the casualties state wise,mines,62,67
0,whether it is a fact that the thermal power plants tpps in the country are suffering from acute shortage of coal due to which electricity generation is deteriorating day by day,thermal,30,37
0,whether government has issued any instructions to state governments for taking penal action against the staff for issuance of antyodaya anna yojana aay and below poverty line bpl ration cards to bogus ineligible persons,yojana,141,147
1,whether it is not a fact that many departments and ministries are not cooperating with the ministry on issues relating to tourism,tourism,122,129
0,whether it is a fact that godavari krishna manjeera musi nakkavagu sabari and maner river stretches in telangana have been identified as polluted stretches,stretches,90,99
2,whether government has formulated any plan for improvement works at level crossings for road users safety etc target for replacement of overaged locomotives technological improvement on maintenance of tracks and bridges upgradation of freight train examination facilities etc development of various new technologies for improvement in rolling stocks and effective measures to reduce the risk level to rail users,tracks,201,207
1,whether the ration money of the para military recruits has not been revised for the last two years,last,84,88
0,whether it is a fact that government flying training school gfts at jakkur bangalore is facing a risk of closure as the dgca has established that jakkur airport is unsafe for flying fixed wing aircraft due to the ongoing construction of the elevated road on the national highway,flying,37,43
1,the number of proposals received by the ministry from chhattisgarh government for developmental works during the last three years and the details of their amount and the details of action taken thereon scheme wise,last,113,117
1,whether any proposal is pending before the railways for sanction to construct a rail overbridge at kundara across the kollam punalur broad gauge line in kerala,railways,43,51
1,whether a us based firm paid millions of dollar as bribe to the national highways authority of india nhai officials to receive contracts,highways,73,81
2,whether government has allowed 100 per cent foreign direct investment fdi for exploration and mining of diamonds and precious stones through automatic route to attract venture capital into the mining sector due to higher risk and uncertainty in this sector,mining,94,100
1,whether the number of old and helpless citizens in the country has increased during the last few years,last,88,92
1,the details of ongoing and new railway projects and the surveys in rajasthan during the last five years and the current year,last,88,92
2,whether it is a fact that government of odisha has sent a proposal to the ministry for laying down a railway track from bhubaneswar to konark on equal cost sharing basis,railway,101,108
1,whether government has any scheme to finance construction of state highways or district and other rural roads,highways,67,75
1,the amount due to be paid as scholarship reimbursement to the students of backward classes studying in class one to ten and for scholarship and fee reimbursement for those studying beyond class ten in uttar pradesh,students,62,70
1,the state wise number of handlooms and handloom cooperatives running in the country,handlooms,25,34
2,whether government has taken any decision to enhance the subsidy scheme for more use of solar energy in household as well as other sectors,solar,88,93
1,whether government has any plan throughout the country for not allowing mining or leasing out of mines in forest areas,mining,72,78
0,whether it is a fact that coaching business in india is becoming a serious mafia business and breeding ground for unethical tactics in education,coaching,26,34
2,whether government has prepared any public transport policy outlining some basic approaches towards state road transport corporations and if so the details thereof and if not the reasons therefor,road,106,110
0,a whether it is a fact that provident fund money has been diverted for setting up of a senior citizens welfare fund despite strong resistance from the employees provident fund organisation epfo trustees,employees,151,160
2,the status of present offshore wind energy generation,wind,31,35
2,whether it is a fact that there is a huge increase in production of onion and tomato this year,onion,68,73
1,whether any proposal has been made for second airport in national capital region in view of high volume of air traffic projected in the coming three or four years,years,157,162
2,whether it is a fact that old coaches that have outlived their utility are widely deployed in express trains across the country posing a major safety issue,coaches,30,37
2,whether government is formulating any plan for child centred education for the children aged 3 to 6 years on the lines of its commitment towards the education of children aged 6 to 14 years,children,79,87
0,whether it is a fact that government is planning to finalise and notify an upgraded penalty structure for unverified mobile users if so the details thereof,mobile,117,123
1,whether the foreign exchange reserves have been reduced considerably in the recent past,past,83,87
1,the details of roads constructed under the pradhan mantri gram sadak yojana pmgsy in jajpur district of odisha during the last three years including the total funds released and total funds utilized,last,122,126
1,the budgetary allocations made for the ministry during the last five years,last,59,63
1,whether large cities and towns cause major pollution to rivers and lakes,rivers,56,62
1,whether government has undertaken laying of new railway lines in place of existing railway lines which have become old and are in a dilapidated condition,railway,48,55
2,whether government reviewed progress of projects in the infrastructure sector like roads railways power telecom coal recently if so the details thereof,power,98,103
2,whether the reduction of funds by government related to amount of assistance being provided to the states for the centrally sponsored schemes such as indira awas yojana mgnrega pradhan mantri gram sadak yojana rajiv gandhi grameen vidyutikaran yojana etc has impacted the implementation of the said schemes and affects the developmental works in certain states including kerala,awas,157,161
1,whether it is a fact that the union home minister was present during the inking of the `gorkhaland territorial administration` pact between the west bengal government and the gorkha janamukti morcha,pact,127,131
0,whether it is a fact that in the year 2015 1198 children have been missing kidnapped in west bengal,children,48,56
0,whether government has taken any initiative to provide low budget hotels on railway stations in gujarat,railway,76,83
1,whether it is a fact that massive bauxite deposits have recently been found in visakhapatnam district in andhra pradesh,bauxite,34,41
0,whether a large number of complaints have been received from mobile phone subscribers of various telecom operators including bsnl and mtnl about poor mobile phone network connectivity in the country,mobile,61,67
0,whether government has no information about implementation of reservation rules for scs sts and obcs in the schools affiliated to cbse,schools,108,115
1,whether government has decided to enforce reservation for faculty jobs in iims if so the details thereof,iims,74,78
0,whether illegal iron ore mining is on the rise in our country and such iron ore is exported illegally through ports to other countries,iron,16,20
1,the total number of patients of aids and hiv in the country in last ten years,last,63,67
1,whether any action has been taken by government on the proposal of the stategovernment of madhya pradesh for operating international flights from bhopaland indore and also for providing cargo handling facility in indore,flights,133,140
0,the details of revenue generated by allocation of offshore mining blocks during the last four years year wise and block wise,last,84,88
0,whether it is a fact that a large number of non government director level posts are lying vacant in several governing boards of the public sector banks and regional rural banks in the country,banks,146,151
2,whether it is a fact that government is considering to provide the recreational amenities in certain major trains running through variousparts of the country,trains,107,113
2,whether it is a fact that in order to achieve more production and profit the use of chemicals in the farming of vegetables and fruits is on the rise across the country,vegetables,112,122
1,the target of getting nuclear power in the tenth plan and eleventh plan,nuclear,22,29
1,whether delhi was subjected to frequent power outages during last month due to neighbouring states overdrawing power from the grid,power,40,45
1,the action taken by the ministry in consultation with the ministry of consumer affairs on the representation to check hygienic quality of packaged and mineral water as currently this checking is done by that ministry despite the fact that the central government has already set up the special ministry for drinking water and due to this there is lack of proper coordination between the two ministries,water,159,164
1,whether government has revised the msp of wheat and mustard for 2014 15 rabi season in september 2013 and if so the details thereof,wheat,42,47
1,whether it is a fact that government has taken a decision to make an in depth analysis of the import requests by several airlines and operators,operators,134,143
2,the number of employment opportunities generated in assam during last five years,last,65,69
1,the funds spent during the last three years in maharashtra under the prime ministersgrameensadakyojana pmgsy,last,27,31
1,whether it is a fact that some of the courses being offered by cbse for the students of class 12 are not recognized by most of the indian universities,courses,38,45
2,whether it is a fact that railways have decided to create two new directorates tasked with increasing the speed of trains and boosting non fare revenues by monetizing land along the tracks and advertising,railways,26,34
1,whether it is a fact that a system of rice intensification has recently been developed in which less water is consumed by crop and more production is ensured if so the details thereof,rice,38,42
1,the prescribed number of air traffic controller atc at airports in the metropolitan cities of the country for take off and landing of planes,air,25,28
1,whether government has made any assessment of the requirement of funds for power sector during the twelfth five year plan,power,75,80
0,whether irregularities and lack of other essential resources have been found in the ashram schools run for the students of scheduled castes and scheduled tribes through the ministry in the country,schools,91,98
1,a the state wise details of the number of labour courts and tribunals set up in the last three years and in the current year,last,84,88
0,the steps taken by government since remarks of the apex court that government has failed to check starvation and malnutrition in the country in spite of having huge stocks of foodgrains,malnutrition,113,125
0,whether productivity of indian forests is very low,forests,31,38
0,whether there is severe crisis of drinking water in the country due to drought and people in many states are forced to fetch water from far off places and animals are also dying,drinking,34,42
2,whether government supports the utilization and promotion of various sources of renewable energy,energy,90,96
0,for how many hours did the national capital territory of delhi faced a total power failure during the grid failure of july 2012,power,77,82
1,whether it is a fact that jaipur airport at rajasthan has been declared an international airport,airport,33,40
2,whether part of the payment reflected in documents and phenomenal increase in the stipulated cost of 2004 agreement for combat aircraft carrier admiral gorshkov is suspected to be forged,aircraft,127,135
1,the present status of new ongoing railway line projects in the state of rajasthan,railway,34,41
2,whether it is a fact that government has set physical and financial targets for the next four years to achieve the objective of slum free india by 2013 14,years,94,99
1,whether it is a fact that the ceiling fans in type iv flats of sector 12 r k puram new delhi are very old and consume more power and also have not been serviced and cleaned for many years,power,123,128
2,the details of association of south east asian nations asean countries with whom india has signed free trade agreements ftas,asean,55,60
2,"the details of the number of students benefiting under the scheme ""free coaching for sc and obc students"" during the last three years year wise and course wise",last,117,121
1,the status of electrification of railway in the state of tamil nadu,railway,33,40
1,the state and union territory wise number of cghs dispensaries and laboratories functioning as on today,cghs,45,49
2,whether government has announced to increase train fares before the next railway budget,train,45,50
2,whether it is a fact that prices of vegetables particularly onions and tomatoes have increased throughout the country in the recent past and these have become beyond the reach of common man,vegetables,36,46
0,whether it is a fact that the kota airport of rajasthan is not suitable and secure due to densely populated clusters around it,airport,35,42
1,whether use of mobile phones and massive penetration of tv have opened up a whole new world of possibility for indians across the country,mobile,15,21
1,a the current status of implementation of the third stage of indian nuclear power programme and the list of nuclear power projects initiated during the last five years,power,76,81
1,the foodgrains production in the country in last three years per head peryear,last,44,48
1,whether the press reports about the naxalites extending their activities to punjab are correct,naxalites,36,45
0,whether government is aware that a recent study conducted by the central ground water board revealed that the groundwater in vijayawada and surrounding areas is highly polluted and contains chemicals,ground,73,79
0,the details of train accidents occurring in the last seven months state wise especially in north eastern states,last,48,52
0,whether it is a fact that many army jawans were killed recently by militants in an ambush in manipur if so the details thereof,jawans,36,42
2,whether any action is being initiated against managers officers of the national aviation company of india ltd nacil who are responsible for making lease agreements for acquiring aircrafts from lessors which resulted in difficulty and grounding of aircrafts at various airports including foreign ones due to non acceptance of the same by lessors,aircrafts,178,187
1,the eco tourism sites identified by central state tourism departments in the country,tourism,8,15
1,whether it is a fact that government has launched auction process for 24 coal mines,coal,73,77
1,whether it is a fact that bsnl is going to shelve one third of its present manpower through voluntary retirement scheme vrs route,retirement,102,112
0,whether it is a fact that candidates whose vision defects have been medically treated using lasik laser assisted in situ keratomileusis and or prk photorefractive keratectomy eye surgery are disqualified from recruitment into various branches of the armed forces including engineering medical and legal services personnel,forces,256,262
2,a whether it is a fact that the ratio of total billionaire wealth to gross domestic product rose starting from around one per cent in the mid 1990s to 22 per cent at the peak of the boom in 2008 whereas in the rich countries like the united states and the united kingdom had ratios ranged between four per cent and six per cent of the gdp,kingdom,263,270
0,the number of posts of different categories of railway employees lying vacant as on 30th june 2010,railway,47,54
1,whether most of the arms and ammunitions of the three wings of indian defence forces have become outdated,forces,78,84
1,the number of elephants mowed down by trains in uttarakhand odisha and west bengal during the last three years year wise,last,94,98
2,whether a revival package amounting to rs 828 69 crore has been sanctioned to government of gujarat for credit cooperative structure on the basis of recommendation of prof vaidyanathan committee,credit,104,110
1,the details of stressed assets in power generation and distribution sector and the share of private and public sector entities therein,power,34,39
1,the details of funds allocated under jawaharlal nehru national urban renewal mission during the last five years and expenditure thereof state wise,last,96,100
1,the percentage of child deliveries attended by skilled personnel through institutional delivery mechanism in rural and urban areas of the country in the last two years,last,153,157
2,a : whether government has launched a framework policy for repowering of existing wind energy projects to optimally utilize the wind energy resources in the country,wind,82,86
1,the railway projects under implementation in the state of kerala at present,railway,4,11
1,whether government is contemplating to set up specialized institutes for micro small and medium entrepreneurship if so the details thereof,institutes,58,68
2,the number of cases pending with the high courts and the supreme court during the last three calendar years state wise,last,82,86
0,whether a person reporting the violation of rules of ccs conduct rules 1964 by a government employee to the officer of that government employee can move the court if the concerned officer conniving with that employee does not take any action against him so that action for violation of rules of ccs conduct rules 1964 may be initiated against government employee,employee,92,100
2,whether it is a fact that swiss government has agreed to share information that it has with regard to stashing of black money in swiss banks,banks,135,140
1,the amount of funds sanctioned under the jawaharlal nehru national urban renewal mission jnnurm to various states during the past three years,three,130,135
0,the details of the net enrolment ratio ner and the gross enrolment ratio ger of secondary education state wise,secondary,80,89
2,whether based on decision taken during the meeting held by the ministry on 22nd april 2008 the state government of a p proposed five roads which satisfy the criteria laid down by the ministry for the declaration of the national highways for upgradation of national highways,roads,133,138
1,whether it is a fact that the reserve bank of india has changed norms to provide operational flexibility to multinational entities and their indian subsidiaries exposed to currency risks arising out of current account transactions in the country if so the details thereof,bank,38,42
1,the details of the proposals received from the kerala government for upgradation declaration of state roads highways into national highways during the last three years,last,151,155
1,whether it is a fact that several proposals for permission of railway crossings for various water supply projects affecting water supply to large number of villages in gujarat are pending with government if so the details thereof,water,92,97
2,whether government proposes to provide safe and pure potable water to all the schools in the country by installing ro machines,potable,53,60
2,whether government envisages a comprehensive plan for improvement of infrastructure for expanding roads railways ports airports telecom and information technology,airports,119,127
2,a the details of operational and under construction nuclear power plants in the country along with the time by which under construction plants are likely to generate energy,nuclear,52,59
1,whether government is aware that 10 times more women than men undergo sterilization surgeries in sterilization camps even though female sterilization involves a more complicated operation than male sterilization,female,129,135
1,how many private companies whom coal blocks were allocated during 2006 to 2009 have mined but have sold the coal deposits in the market,coal,32,36
0,whether the failure of the check in system at the indira gandhi international airport igia terminal 3 has caused inconvenience to passengers several times in the past few months,airport,78,85
0,whether arrangements for averting and managing disasters are sufficient at all the airports in the country,airports,83,91
1,whether many state governments have submitted proposals under the pradhan mantri gram sadak yojana pmgsy for taking up roads and bridges works,yojana,92,98
1,whether it is a fact that out of about 13 000 gram panchayats gp in andhra pradesh only 7 800 gps are covered with piped water supply,water,121,126
2,whether a large number of incidents of attacks and kidnapping on indians in oil richer nations particularly in iraq have been reported during the last three months if so the details thereof,last,146,150
1,the location wise details of the cooking gas refilling plants of different oil companies which have been established and yet to be established in the country especially in the state of maharashtra as on date,plants,55,61
0,whether the ministry is aware of the shortage of revenue by escalating cost of construction of mumbai airport and encroachment of public land,airport,102,109
1,the current frequency time gap of trains running between banihal and baramulla in kashmir,trains,34,40
2,the number of times the prices of petroleum products like petrol diesel lpg kerosene etc have been hiked during the last three years in the country,last,116,120
1,the number of small and marginal peasants in the country during the last three years and their contribution to production of food articles in these years in the country,last,68,72
2,the action taken by railways to start new train services from surat to varanasi in view of huge traffic of pilgrims from surat,railways,20,28
1,the total number of workers rendered jobless due to the closure of textile mills during the past five years till february 2010 in the states of uttar pradesh bihar and madhya pradesh district wise,years,102,107
1,whether it is a fact that godowns of fci have more stock of wheat and rice than required,wheat,60,65
2,whether public sector undertakings psus under department of heavy industry dhi were engaged in imparting arranging training and skill development activities through various programmes,industry,66,74
1,whether government is cognizant of the fact that engineers and staff of state power distribution utilities are opposing the provisions of the electricity amendment bill,power,78,83
1,whether it is a fact that the construction of roads in the country is going on the basis of three models presently,roads,46,51
1,the details of cargo booked by road since 2014 till date,cargo,15,20
1,the criteria laid down for identifying the 34 maoists naxalites affected districts in the country,maoists,46,53
2,whether railways have made significant progress in the governmenta s digitisation push with 97 per cent of its freight business and almost half of its passenger business going cashless,railways,8,16
1,the quantum of wastage of foodgrains in last two years,last,40,44
2,whether the ministry is actively considering to set up new power plants in the country,power,59,64
1,the details of funds allocated to bihar under the pradhan mantri gram sadak yojana pmgsy during the current year district wise,yojana,76,82
1,the details of scheduled caste students who have been selected for pursuing master level courses and ph d courses in the notified institutions universities under central sector scheme of national overseas scholarship for sc,students,31,39
2,a whether it is a fact that government is considering to cast the social security net much wider and include around 30 crore workers and their families across 393 districts to provide medical benefits under the employees state insurance corporation esic,employees,211,220
0,whether it is a fact that government is allowing waste processing plants to come up within 20 to 100 metres of residential areas,plants,66,72
2,whether the minister while announcing a special ugc scholarship for the students of the north east expressed her concern over the fact that assam is lagging behind most of the states in terms of expansion and standard of education especially in respect of quality of primary education,students,72,80
2,whether the ministry has taken cognizance of the latest socio economic and caste census which reported that eighteen years since the introduction of the scheme only 3 6 per cent farmers have kisan credit cards kcc,credit,197,203
2,whether australia has shown keen interest in developing economic ties with india in mines and minerals sector by offering technology and mining requirement if so the details thereof,mines,84,89
0,whether there is any provision under the constitution for deciding upon any `clemency petition` against the capital punishment as per sequence of its submission,constitution,41,53
2,whether employees state insurance corporation esic has conducted any survey in gujarat in the last three years to expand its activities,last,94,98
1,whether it is a fact that up to fifteen per cent rise in the irrigation capability of the country is possible from the water presently available through proper operation of canal system in the country,water,119,124
2,the areas places in uttar pradesh where railway services functioning need to be improved and developed further,railway,40,47
2,whether certain formalities are required to be completed before distance education council dec permits ugc listed recognised universities to start conducting distance education programmes,universities,125,137
1,the total length of the roads along with the fund sanctioned to madhya pradesh under pradhan mantri gram sadak yojana pmgsy during the last three years,last,135,139
0,whether it is a fact that there are many railway stations in north eastern states that are not in good condition due to poor maintenance especially in assam,railway,41,48
2,whether it is a fact that the ministry has turned down the planning commission s recommendation to allow phased extraction of coal from prohibited areas,extraction,112,122
1,the number and the details of proposals for effluent treatment plants sent by the rajasthan government to the central government,plants,63,69
0,whether government`s attention has been drawn to a recent supreme court verdict reversing allahabad high court verdict that awarded ? 2 5 lakhs to the family of a woman killed in a road accident because the victim was just a house wife wherein the court has slammed government`s insensitive approach and said the parliament should revisit the motor vehicles act and matrimonial laws to remove the existing gender bias,court,66,71
1,whether it is a fact that there are not adequate roads to tackle the increasing traffic,roads,49,54
2,whether in a recent judgment high court has restored the status of indian hockey federation ihf,court,34,39
2,whether a number of coal blocks have been disallowed by the supreme court sc,coal,20,24
1,the details of the recommendations made by the thirteenth finance commission regarding allocation of funds to the institutions of self governmenance set up under provisions in parts ix and ixa of the constitution,constitution,200,212
1,whether it is a fact that several retail outlets ros belonging to omcs are operative in uttar pradesh on expired leases of land,leases,113,119
1,what action has been taken as on date by the national water development authority for river linkage programme in various states state wise,water,54,59
1,whether it is a fact that untreated sewage and industrial effluents are being discharged in sutlej river and its tributaries,river,99,104
1,the details of the installed capacity and the actual power generation from nuclear power plants in the country,power,53,58
1,the details of funds amounts given spent in bihar and uttar pradesh by the ministry and its various organisations during the last three years and the current year so far,last,125,129
2,whether government is setting up innovation parks in some cities during the remaining period of the eleventh five year plan,five,109,113
2,the number and details of projects undertaken for agriculture improvement in maharashtra under the rashtriya krishi vikas yojana rkvy in 2016 17 district wise,yojana,122,128
2,whether government agrees that wind energy sector has been undergoing some critical issues after key financial incentives were withdrawn from the sector,wind,31,35
1,whether the state government of gujarat has requested for doubling of railway tracks including ahmedabad mehsana jaipur rajkot okha rajkot veraval and rajkot viramgam,railway,70,77
2,whether the ministry has agreed to the long standing demand of the ministry of home affairs to handover the densely forested 1643 km long india myanmar border to the border security force bsf,bsf,188,191
2,whether the foreign minister of india had meaningful talks with the foreign minister of pakistan during her visit to india in order to improve bilateral relations,bilateral,143,152
1,the details of financial assistance provided by the central government to the state of bihar during the last financial year for upgradation of police stations and jails,last,104,108
1,whether it is a fact that production of yarn in the country has declined during the last three years if so the details thereof state wise,last,84,88
2,a whether it is a fact that the atomic minerals directorate for exploration and research amd a constituent unit of department of atomic energy dae has so far established 11 93 million tonnes of monazite thorium bearing mineral in the country which contains about 1 07 million tonnes of thorium if so the details thereof,energy,136,142
1,whether railways are flooded with complaints about dirty toilets in train coaches and have planned to fit swanky toilets in 66 premium trains in the next four months aiming at improving passenger experience if so the details thereof,railways,8,16
2,whether government has taken any steps or proposes to take any steps for preparing proper action plan for provision of disciplinary action against officers responsible for incorporating a law in ninth schedule of constitution and for not implementing reservation policy of government for scs sts obcs,constitution,213,225
0,whether it is a fact that nscn im terrorists in arunachal pradesh are running a drive to forcibly convert buddhists to christianity,terrorists,34,44
1,whether it is a fact that at least a quarter of the india meteorological departments recently installed rain gauges and automatic weather stations awss meant to supply hourly weather data from across the country are not working to their capacity,rain,104,108
1,whether the central government is seeking financial assistance from japan bank for international cooperation jbic for highway and expressway projects,highway,118,125
1,a whether the ministry is aware of the number of child labourers working in the textile industry in surat if so the details thereof,textile,80,87
1,whether there is absence of due diligence by railway authorities in protecting passengers and railway property in all the maoist affected areas,railway,45,52
0,the number of soldiers belonging to rajasthan who attained martyrdom while fighting with terrorism and on other fronts and the details thereof,fighting,75,83
1,whether the planning commission`s committee charged with shaping policy on dealing with foreign investors in the power sector has decided that its proposal would not cut off foreign suppliers entirely instead the recommendation may limit itself to making foreign manufacturers to invest in indian facilities before continuing to import parts from abroad,power,113,118
1,whether it is a fact that the power generation has been affected in maharashtra due to non availability of coal in the state in time,power,30,35
0,whether government has suffered a huge loss of revenue due to illegal routing of international calls,calls,95,100
2,whether delhi university has tied up with defence research development organization drdo for setting up a centre of excellence in delhi university by the year 2015 and has invited proposals for funding innovative projects in its colleges,colleges,229,237
2,whether it is a fact that the difference between the free trade agreements and the earlier trade talks under the wto regime is that while the multilateral talks under wto are relatively open with texts in the public domain the fta talks are shrouded in secrecy,fta,227,230
0,whether the coal india limited cil has announced its inability to provide adequate coal to the power plants in the country,power,95,100
2,whether the ministry is aware of the fact that jammu and kashmir has witnessed a great rush of tourists to srinagar jammu during the last three years,last,133,137
1,the estimated annual requirement of coaches in railways in the next three years year wise,three,68,73
1,whether kendriya vidyalayas have any specific criteria for transfer of teachers,teachers,71,79
0,whether it is a fact that several railway employees are being probed for allowing private firms to supply water bottles in the trains if so the details thereof including the loss incurred to the state exchequer,railway,34,41
1,the details of amount disbursed to students belonging to scheduled castes and backward classes including number of the students under post matric fee reimbursement scholarship scheme during the last three years year wise and state wise,last,194,198
2,whether the education loan growth rate in public sector banks is witnessing a continuous declining trend,loan,22,26
1,the status of service tax collection this year vis a vis targets,year,42,46
1,whether government had taken steps earlier to provide protection and patronage to domestic power equipment manufacturers through imposition of import duty on power house equipments from overseas especially china,power,91,96
1,the number of small and medium enterprises closed in last three years in gujarat,last,53,57
2,whether the number of households provided employment under the mahatma gandhi national rural employment guarantee act mgnrega has come down especially during the last two years,last,162,166
2,the expenditure incurred on health sector in jharkhand during last three yearsboth per capita as well as percentage to gdp,last,62,66
1,the number of pilgrims who actually performed haj pilgrimage during the last two years and the current year under government and the private tour operators quota the details thereof state ut wise including maharashtra,last,72,76
0,whether the decline in the enrolment of students in rural areas in government schools is attributed to lower standards of education in those schools,students,40,48
0,whether government is aware that the water level in kala amb valley district sirmour and ham valley district una has fallen beyond the danger mark,water,37,42
0,whether kharif sowing has been less during this year as compared to the previous year if so the total deficit of kharif sowing in this year,kharif,8,14
0,whether it is a fact that government has taken a lenient view on seven telecom companies who failed to fulfil their pointed out obligations,telecom,71,78
2,whether targets fixed for providing safe drinking water in the rural areas under bharat nirman yojana have been achieved in bihar,yojana,95,101
1,the total number of households connected with piped cooking gas state wise in the country during the last three years,last,101,105
2,whether it is a fact that india has not ratified some of the important international labour organisation ilo conventions such as freedom of association collective bargaining and protection of child labour,child,192,197
2,whether it is a fact that punjab government has asked for creation of more storage space for cereals,cereals,93,100
2,whether government has allocated any iron ore mines to private companies during the last three years year wise,last,84,88
0,whether the dispute over shifting of proposed greenfield airport of navi mumbai in maharashtra has come to an end,airport,57,64
2,the year wise and percentage wise share of export oriented units in the total exports of the country during the last three years,year,4,8
1,the target set by government per day to construct roads in the country,roads,50,55
0,whether the ministry has asked the power sector regulator to impose penalties on the companies failing to comply with the renewable purchase obligation,power,35,40
1,the details of total export of cotton during the last three years,last,49,53
1,whether it is a fact that no indian university figures in top 10 universities of asia,universities,65,77
2,whether it is a fact that government has given approval for a second airport in the ncr,airport,69,76
1,whether it is a fact that the then central government in 2002 had started the work on river interlinking projects in order to make the country free from the problem of drought,river,86,91
2,whether government proposes to create a separate court to handle all appeals of high courts and to make the supreme court only a constitutional court if so the details thereof,court,49,54
0,whether government is aware of the unfair practices adopted by students in the iit jee conducted this year,students,63,71
2,whether the supreme court has directed the central government to create special benches in all high courts to decide election petitions if so the details thereof,court,20,25
1,whether it is a fact that 3 900 colleges offering the course of business management were established in the country during the past years which had the arrangement of teaching 3 5 lakh students,colleges,32,40
2,whether air india ai is to set up maintenance base in the united arab emirates uae,air,8,11
0,whether government proposes to provide free cashless treatment and basic amenities to the victims of road accidents on national highways in the current year,road,101,105
2,whether it is a fact that as per the world water development report india is ranked 133rd in a list of 180 countries in its ability to make water available for its population,water,43,48
1,the number of air force planes and helicopters which crashed in last three years year wise details thereof and the reasons for the same,last,64,68
1,whether funds allocated to key social sectors schemes remain unspent in various states during each of the last three years and the current year,last,106,110
1,whether any survey has been conducted by government during past three years to ascertain the number of differently abled persons,past,59,63
2,whether the central grants have been spent by the ministry towards various states under the sharing pattern of ssa in the years the figures for which are available during the eleventh five year plan state wise and year wise,years,122,127
1,whether government is considering to establish educational institutions offering courses from kindergarten kg to post graduation pg in select locations across the country,courses,81,88
1,whether the present royalty system works to the detrement of coal bearing states,coal,61,65
0,whether any consensus have been reached among the organisations and political parties protesting against construction of lower subansiri hydroelectric project lshep with the national hydro power corporation nhpc upon latest recommendations made by expert committee,hydro,183,188
0,whether it is a fact that the joint venture power companies in the country are unable to generate power due to non supply of coal by coal india limited cil and are lying non functional,power,44,49
1,the time and quantity of demand made by government of madhya pradesh for chemical fertilizers for rabi and kharif crops,rabi,98,102
1,whether government is planning to privatise indian railways,railways,51,59
1,the total number of classrooms required to meet the goal of providing universal primary and secondary education to the children in the country,secondary,92,101
1,whether it is a fact that government is considering a proposal to privatise a section of the passenger traffic in railways and if so the details thereof,passenger,93,102
2,whether it is a fact that the total number of teachers working under central universities is 8852 b whether it is also a fact that the number of obc teachers among the above said teachers is only 245 whereas as per the provisions of reservation the representation of obcs must be at least 27 per cent,teachers,46,54
1,the details of present status of government`s ultra mega power policy,power,57,62
1,whether it is a fact that consumers are facing heavy losses due to call drops while talking on mobile phones and companies are earning benefit from it,mobile,95,101
1,whether government is planning to denotify 44 deemed universities in the country,universities,53,65
1,how many regional field offices have been closed down by rubber board during the last three years,last,81,85
2,whether the commitment to set up airport in bodoland in assam as per the bodo accord 2003 done by government of india government of assam and bodoliberation tiger has been honoured,airport,33,40
0,the roaming charges for mobile subscribers in the country at present,roaming,4,11
1,whether it is a fact that the central government has formulated a new formula regarding rate of royalty on coal on the basis of suggestion given by the economic advisory committee to prime minister and madhya pradesh government has not given its consent to it,coal,107,111
0,whether it is a fact that terrorists in the kashmir valley have been carrying on bank robberies these days,terrorists,26,36
1,whether nationalised banks have fixed certain cut off marks for granting study loans to economically disadvantaged students,nationalised,8,20
1,whether it is a fact that electrification of railway line from ghaziabad to haridwar via meerut is proposed to be taken up,railway,45,52
2,whether government considers railways as an essential service for people or as a business concern for profit making,railways,29,37
0,the number of cases of h1n1 swine flu reported in the country so far and the state wise details thereof,wise,83,87
1,a whether irregularities in opening of medical colleges by employees state insurance corporation esic have been reported by cag and if so the details thereof,employees,59,68
1,whether government had resolved to provide pure drinking water in rural areas and the remotest rural areas of the country,drinking,48,56
1,the reasons for hike in the prices of coal,coal,38,42
1,whether the ministry is aware that the frequent cancellation and diversion of flights take place at various airports in north eastern region ner,flights,78,85
2,whether flight services operating in madhya pradesh are adequate to promote tourism there and if so the details thereof,flight,8,14
0,the number of pending cases in gauhati high court and its benches as on date along with the details of civil and criminal cases separately,court,44,49
1,whether it is a fact that the cabin crews not flying for 90 days are supposed toundergo refresher training programme again,flying,46,52
1,the number of ayurvedic colleges which were given recognition during last year,last,69,73
1,whether government has any details of the grid fed solar power plants sanctioned commissioned during the eleventh and twelfth plan period,solar,51,56
1,the total number of persons employed in agro rural cottage and small scale industries separately state wise,agro,40,44
2,whether national literacy mission has set up several state resource centres srcs across the country with the aim of providing academic and technical resource support to the state governments in the adult and continuing education programme called saakshar bharat programme,academic,126,134
2,whether it is a fact that the number of differently abled students in the top 150 academic institutions of the country is less than one per cent if so the details thereof,students,58,66
1,whether it is a fact that in certain schools in uttar pradesh mid day meals cooked by dalits is not eaten by students of higher castes and it goes waste,schools,37,44
0,whether there is a dispute between the ministries of coal and power regarding allocation of 7 coal blocks,power,62,67
